"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"19.04.2024 03:00 - 19.04.2024 04:00","46.00","","","","46.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 04:00 - 19.04.2024 05:00","36.00","","","","36.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 05:00 - 19.04.2024 06:00","36.00","","","","36.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 06:00 - 19.04.2024 07:00","60.12","","","","60.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 07:00 - 19.04.2024 08:00","70.74","","","","70.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 08:00 - 19.04.2024 09:00","77.87","","","","77.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 09:00 - 19.04.2024 10:00","69.25","","","","69.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 10:00 - 19.04.2024 11:00","61.27","","","","61.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 11:00 - 19.04.2024 12:00","50.00","","","","50.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 12:00 - 19.04.2024 13:00","40.08","","","","40.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 13:00 - 19.04.2024 14:00","40.08","","","","40.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 14:00 - 19.04.2024 15:00","54.00","","","","54.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 15:00 - 19.04.2024 16:00","54.00","","","","54.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 16:00 - 19.04.2024 17:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 17:00 - 19.04.2024 18:00","49.38","","","","49.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 18:00 - 19.04.2024 19:00","63.08","","","","63.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 19:00 - 19.04.2024 20:00","54.50","","","","54.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 20:00 - 19.04.2024 21:00","64.69","","","","64.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 21:00 - 19.04.2024 22:00","64.61","","","","64.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 22:00 - 19.04.2024 23:00","63.71","","","","63.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2024 23:00 - 20.04.2024 00:00","24.00","","","","24.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 00:00 - 20.04.2024 01:00","58.79","","","","58.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 01:00 - 20.04.2024 02:00","56.58","","","","56.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 02:00 - 20.04.2024 03:00","60.00","","","","60.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 03:00 - 20.04.2024 04:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 04:00 - 20.04.2024 05:00","61.04","","","","61.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 05:00 - 20.04.2024 06:00","62.83","","","","62.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 06:00 - 20.04.2024 07:00","57.50","","","","57.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 07:00 - 20.04.2024 08:00","67.98","","","","67.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 08:00 - 20.04.2024 09:00","65.04","","","","65.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 09:00 - 20.04.2024 10:00","48.00","","","","48.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 10:00 - 20.04.2024 11:00","48.00","","","","48.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 11:00 - 20.04.2024 12:00","33.01","","","","33.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 12:00 - 20.04.2024 13:00","27.44","","","","27.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 13:00 - 20.04.2024 14:00","12.33","","","","12.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 14:00 - 20.04.2024 15:00","10.55","","","","10.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 15:00 - 20.04.2024 16:00","18.33","","","","18.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 16:00 - 20.04.2024 17:00","26.50","","","","26.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 17:00 - 20.04.2024 18:00","36.00","","","","36.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 18:00 - 20.04.2024 19:00","78.90","","","","78.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 19:00 - 20.04.2024 20:00","89.61","","","","89.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 20:00 - 20.04.2024 21:00","97.04","","","","97.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 21:00 - 20.04.2024 22:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 22:00 - 20.04.2024 23:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2024 23:00 - 21.04.2024 00:00","82.90","","","","82.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 00:00 - 21.04.2024 01:00","81.85","","","","81.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 01:00 - 21.04.2024 02:00","70.59","","","","70.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 02:00 - 21.04.2024 03:00","73.00","","","","73.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 03:00 - 21.04.2024 04:00","73.00","","","","73.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 04:00 - 21.04.2024 05:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 05:00 - 21.04.2024 06:00","63.62","","","","63.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 06:00 - 21.04.2024 07:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 07:00 - 21.04.2024 08:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 08:00 - 21.04.2024 09:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 09:00 - 21.04.2024 10:00","37.45","","","","37.45","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 10:00 - 21.04.2024 11:00","28.71","","","","28.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 11:00 - 21.04.2024 12:00","29.00","","","","29.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 12:00 - 21.04.2024 13:00","26.50","","","","26.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 13:00 - 21.04.2024 14:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 14:00 - 21.04.2024 15:00","0.50","","","","0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 15:00 - 21.04.2024 16:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 16:00 - 21.04.2024 17:00","19.50","","","","19.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 17:00 - 21.04.2024 18:00","26.04","","","","26.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 18:00 - 21.04.2024 19:00","74.60","","","","74.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 19:00 - 21.04.2024 20:00","89.36","","","","89.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 20:00 - 21.04.2024 21:00","402.05","","","","402.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 21:00 - 21.04.2024 22:00","402.05","","","","402.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 22:00 - 21.04.2024 23:00","89.41","","","","89.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2024 23:00 - 22.04.2024 00:00","294.82","","","","294.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 00:00 - 22.04.2024 01:00","78.97","","","","78.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 01:00 - 22.04.2024 02:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 02:00 - 22.04.2024 03:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 03:00 - 22.04.2024 04:00","58.00","","","","58.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 04:00 - 22.04.2024 05:00","55.00","","","","55.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 05:00 - 22.04.2024 06:00","54.94","","","","54.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 06:00 - 22.04.2024 07:00","56.00","","","","56.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 07:00 - 22.04.2024 08:00","175.00","","","","175.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 08:00 - 22.04.2024 09:00","117.46","","","","117.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 09:00 - 22.04.2024 10:00","97.05","","","","97.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 10:00 - 22.04.2024 11:00","81.86","","","","81.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 11:00 - 22.04.2024 12:00","493.19","","","","493.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 12:00 - 22.04.2024 13:00","151.53","","","","151.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 13:00 - 22.04.2024 14:00","73.67","","","","73.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 14:00 - 22.04.2024 15:00","201.01","","","","201.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 15:00 - 22.04.2024 16:00","187.61","","","","187.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 16:00 - 22.04.2024 17:00","175.00","","","","175.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 17:00 - 22.04.2024 18:00","96.79","","","","96.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 18:00 - 22.04.2024 19:00","300.00","","","","300.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 19:00 - 22.04.2024 20:00","164.05","","","","164.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 20:00 - 22.04.2024 21:00","170.96","","","","170.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 21:00 - 22.04.2024 22:00","300.00","","","","300.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 22:00 - 22.04.2024 23:00","297.77","","","","297.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2024 23:00 - 23.04.2024 00:00","96.99","","","","96.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 00:00 - 23.04.2024 01:00","88.32","","","","88.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 01:00 - 23.04.2024 02:00","86.69","","","","86.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 02:00 - 23.04.2024 03:00","85.95","","","","85.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 03:00 - 23.04.2024 04:00","127.33","","","","127.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 04:00 - 23.04.2024 05:00","131.00","","","","131.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 05:00 - 23.04.2024 06:00","173.57","","","","173.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 06:00 - 23.04.2024 07:00","121.40","","","","121.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 07:00 - 23.04.2024 08:00","181.26","","","","181.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 08:00 - 23.04.2024 09:00","136.28","","","","136.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 09:00 - 23.04.2024 10:00","64.50","","","","64.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 10:00 - 23.04.2024 11:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 11:00 - 23.04.2024 12:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 12:00 - 23.04.2024 13:00","64.00","","","","64.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 13:00 - 23.04.2024 14:00","66.00","","","","66.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 14:00 - 23.04.2024 15:00","66.00","","","","66.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 15:00 - 23.04.2024 16:00","62.19","","","","62.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 16:00 - 23.04.2024 17:00","62.50","","","","62.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 17:00 - 23.04.2024 18:00","64.00","","","","64.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 18:00 - 23.04.2024 19:00","102.40","","","","102.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 19:00 - 23.04.2024 20:00","123.01","","","","123.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 20:00 - 23.04.2024 21:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 21:00 - 23.04.2024 22:00","64.00","","","","64.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 22:00 - 23.04.2024 23:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.04.2024 23:00 - 24.04.2024 00:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 00:00 - 24.04.2024 01:00","64.00","","","","64.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 01:00 - 24.04.2024 02:00","99.50","","","","99.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 02:00 - 24.04.2024 03:00","91.00","","","","91.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 03:00 - 24.04.2024 04:00","99.00","","","","99.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 04:00 - 24.04.2024 05:00","96.04","","","","96.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 05:00 - 24.04.2024 06:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 06:00 - 24.04.2024 07:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 07:00 - 24.04.2024 08:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 08:00 - 24.04.2024 09:00","129.23","","","","129.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 09:00 - 24.04.2024 10:00","120.64","","","","120.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 10:00 - 24.04.2024 11:00","74.02","","","","74.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 11:00 - 24.04.2024 12:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 12:00 - 24.04.2024 13:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 13:00 - 24.04.2024 14:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 14:00 - 24.04.2024 15:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 15:00 - 24.04.2024 16:00","62.00","","","","62.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 16:00 - 24.04.2024 17:00","64.32","","","","64.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 17:00 - 24.04.2024 18:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 18:00 - 24.04.2024 19:00","72.00","","","","72.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 19:00 - 24.04.2024 20:00","72.00","","","","72.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 20:00 - 24.04.2024 21:00","143.44","","","","143.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 21:00 - 24.04.2024 22:00","121.16","","","","121.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 22:00 - 24.04.2024 23:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.04.2024 23:00 - 25.04.2024 00:00","96.00","","","","96.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 00:00 - 25.04.2024 01:00","83.50","","","","83.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 01:00 - 25.04.2024 02:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 02:00 - 25.04.2024 03:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 03:00 - 25.04.2024 04:00","69.00","","","","69.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 04:00 - 25.04.2024 05:00","75.24","","","","75.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 05:00 - 25.04.2024 06:00","69.19","","","","69.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 06:00 - 25.04.2024 07:00","69.00","","","","69.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 07:00 - 25.04.2024 08:00","80.00","","","","80.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 08:00 - 25.04.2024 09:00","114.36","","","","114.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 09:00 - 25.04.2024 10:00","92.56","","","","92.56","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 10:00 - 25.04.2024 11:00","66.00","","","","66.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 11:00 - 25.04.2024 12:00","71.00","","","","71.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 12:00 - 25.04.2024 13:00","73.92","","","","73.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 13:00 - 25.04.2024 14:00","69.02","","","","69.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 14:00 - 25.04.2024 15:00","76.81","","","","76.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 15:00 - 25.04.2024 16:00","69.38","","","","69.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 16:00 - 25.04.2024 17:00","72.81","","","","72.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 17:00 - 25.04.2024 18:00","79.88","","","","79.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 18:00 - 25.04.2024 19:00","69.00","","","","69.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 19:00 - 25.04.2024 20:00","69.00","","","","69.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 20:00 - 25.04.2024 21:00","152.29","","","","152.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 21:00 - 25.04.2024 22:00","113.71","","","","113.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 22:00 - 25.04.2024 23:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.04.2024 23:00 - 26.04.2024 00:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 00:00 - 26.04.2024 01:00","65.00","","","","65.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 01:00 - 26.04.2024 02:00","65.00","","","","65.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 02:00 - 26.04.2024 03:00","61.14","","","","61.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 03:00 - 26.04.2024 04:00","60.79","","","","60.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 04:00 - 26.04.2024 05:00","60.79","","","","60.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 05:00 - 26.04.2024 06:00","59.41","","","","59.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 06:00 - 26.04.2024 07:00","64.00","","","","64.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 07:00 - 26.04.2024 08:00","125.00","","","","125.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 08:00 - 26.04.2024 09:00","96.38","","","","96.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 09:00 - 26.04.2024 10:00","67.00","","","","67.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 10:00 - 26.04.2024 11:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 11:00 - 26.04.2024 12:00","50.00","","","","50.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 12:00 - 26.04.2024 13:00","49.97","","","","49.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 13:00 - 26.04.2024 14:00","49.00","","","","49.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 14:00 - 26.04.2024 15:00","49.00","","","","49.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 15:00 - 26.04.2024 16:00","57.00","","","","57.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 16:00 - 26.04.2024 17:00","58.70","","","","58.70","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 17:00 - 26.04.2024 18:00","86.50","","","","86.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 18:00 - 26.04.2024 19:00","102.00","","","","102.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 19:00 - 26.04.2024 20:00","128.74","","","","128.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 20:00 - 26.04.2024 21:00","136.56","","","","136.56","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 21:00 - 26.04.2024 22:00","133.00","","","","133.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 22:00 - 26.04.2024 23:00","116.00","","","","116.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.04.2024 23:00 - 27.04.2024 00:00","88.26","","","","88.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 00:00 - 27.04.2024 01:00","90.29","","","","90.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 01:00 - 27.04.2024 02:00","88.90","","","","88.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 02:00 - 27.04.2024 03:00","86.59","","","","86.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 03:00 - 27.04.2024 04:00","89.03","","","","89.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 04:00 - 27.04.2024 05:00","87.69","","","","87.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 05:00 - 27.04.2024 06:00","160.91","","","","160.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 06:00 - 27.04.2024 07:00","86.08","","","","86.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 07:00 - 27.04.2024 08:00","79.04","","","","79.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 08:00 - 27.04.2024 09:00","61.00","","","","61.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 09:00 - 27.04.2024 10:00","59.02","","","","59.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 10:00 - 27.04.2024 11:00","60.50","","","","60.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 11:00 - 27.04.2024 12:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 12:00 - 27.04.2024 13:00","63.00","","","","63.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 13:00 - 27.04.2024 14:00","63.00","","","","63.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 14:00 - 27.04.2024 15:00","52.00","","","","52.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 15:00 - 27.04.2024 16:00","10.06","","","","10.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 16:00 - 27.04.2024 17:00","20.93","","","","20.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 17:00 - 27.04.2024 18:00","62.36","","","","62.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 18:00 - 27.04.2024 19:00","86.00","","","","86.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 19:00 - 27.04.2024 20:00","119.90","","","","119.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 20:00 - 27.04.2024 21:00","68.30","","","","68.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.04.2024 21:00 - 27.04.2024 22:00","65.20","","","","65.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
