"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"26.10.2024 00:00 - 26.10.2024 01:00","115.29","","","","115.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 01:00 - 26.10.2024 02:00","109.64","","","","109.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 02:00 - 26.10.2024 03:00","106.95","","","","106.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 03:00 - 26.10.2024 04:00","107.79","","","","107.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 04:00 - 26.10.2024 05:00","105.70","","","","105.70","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 05:00 - 26.10.2024 06:00","106.82","","","","106.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 06:00 - 26.10.2024 07:00","113.93","","","","113.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 07:00 - 26.10.2024 08:00","125.71","","","","125.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 08:00 - 26.10.2024 09:00","126.00","","","","126.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 09:00 - 26.10.2024 10:00","117.57","","","","117.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 10:00 - 26.10.2024 11:00","62.28","","","","62.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 11:00 - 26.10.2024 12:00","62.34","","","","62.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 12:00 - 26.10.2024 13:00","99.67","","","","99.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 13:00 - 26.10.2024 14:00","63.30","","","","63.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 14:00 - 26.10.2024 15:00","64.55","","","","64.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 15:00 - 26.10.2024 16:00","81.44","","","","81.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 16:00 - 26.10.2024 17:00","100.60","","","","100.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 17:00 - 26.10.2024 18:00","125.73","","","","125.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 18:00 - 26.10.2024 19:00","150.90","","","","150.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 19:00 - 26.10.2024 20:00","404.94","","","","404.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 20:00 - 26.10.2024 21:00","76.37","","","","76.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 21:00 - 26.10.2024 22:00","88.76","","","","88.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 22:00 - 26.10.2024 23:00","214.48","","","","214.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.10.2024 23:00 - 27.10.2024 00:00","98.30","","","","98.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 00:00 - 27.10.2024 01:00","92.22","","","","92.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 01:00 - 27.10.2024 02:00","84.00","","","","84.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 02:00 - 27.10.2024 03:00","-14.00","","","","-14.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 02:00 - 27.10.2024 03:00","80.43","","","","80.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 03:00 - 27.10.2024 04:00","79.41","","","","79.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 04:00 - 27.10.2024 05:00","78.79","","","","78.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 05:00 - 27.10.2024 06:00","85.14","","","","85.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 06:00 - 27.10.2024 07:00","28.50","","","","28.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 07:00 - 27.10.2024 08:00","99.21","","","","99.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 08:00 - 27.10.2024 09:00","89.91","","","","89.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 09:00 - 27.10.2024 10:00","66.48","","","","66.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 10:00 - 27.10.2024 11:00","54.72","","","","54.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 11:00 - 27.10.2024 12:00","42.50","","","","42.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 12:00 - 27.10.2024 13:00","95.05","","","","95.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 13:00 - 27.10.2024 14:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 14:00 - 27.10.2024 15:00","64.33","","","","64.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 15:00 - 27.10.2024 16:00","59.41","","","","59.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 16:00 - 27.10.2024 17:00","70.40","","","","70.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 17:00 - 27.10.2024 18:00","148.30","","","","148.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 18:00 - 27.10.2024 19:00","145.71","","","","145.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 19:00 - 27.10.2024 20:00","469.14","","","","469.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 20:00 - 27.10.2024 21:00","71.10","","","","71.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 21:00 - 27.10.2024 22:00","111.39","","","","111.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 22:00 - 27.10.2024 23:00","63.35","","","","63.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.10.2024 23:00 - 28.10.2024 00:00","87.26","","","","87.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 00:00 - 28.10.2024 01:00","95.60","","","","95.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 01:00 - 28.10.2024 02:00","89.38","","","","89.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 02:00 - 28.10.2024 03:00","84.14","","","","84.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 03:00 - 28.10.2024 04:00","79.40","","","","79.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 04:00 - 28.10.2024 05:00","79.89","","","","79.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 05:00 - 28.10.2024 06:00","-6.01","","","","-6.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 06:00 - 28.10.2024 07:00","-3.89","","","","-3.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 07:00 - 28.10.2024 08:00","36.00","","","","36.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 08:00 - 28.10.2024 09:00","36.19","","","","36.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 09:00 - 28.10.2024 10:00","116.18","","","","116.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 10:00 - 28.10.2024 11:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 11:00 - 28.10.2024 12:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 12:00 - 28.10.2024 13:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 13:00 - 28.10.2024 14:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 14:00 - 28.10.2024 15:00","113.93","","","","113.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 15:00 - 28.10.2024 16:00","121.36","","","","121.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 16:00 - 28.10.2024 17:00","180.41","","","","180.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 17:00 - 28.10.2024 18:00","214.46","","","","214.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 18:00 - 28.10.2024 19:00","148.80","","","","148.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 19:00 - 28.10.2024 20:00","146.12","","","","146.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 20:00 - 28.10.2024 21:00","124.19","","","","124.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 21:00 - 28.10.2024 22:00","115.59","","","","115.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 22:00 - 28.10.2024 23:00","109.96","","","","109.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.10.2024 23:00 - 29.10.2024 00:00","102.41","","","","102.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 00:00 - 29.10.2024 01:00","80.21","","","","80.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 01:00 - 29.10.2024 02:00","80.90","","","","80.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 02:00 - 29.10.2024 03:00","134.08","","","","134.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 03:00 - 29.10.2024 04:00","98.17","","","","98.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 04:00 - 29.10.2024 05:00","100.02","","","","100.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 05:00 - 29.10.2024 06:00","113.10","","","","113.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 06:00 - 29.10.2024 07:00","127.38","","","","127.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 07:00 - 29.10.2024 08:00","157.73","","","","157.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 08:00 - 29.10.2024 09:00","151.32","","","","151.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 09:00 - 29.10.2024 10:00","68.50","","","","68.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 10:00 - 29.10.2024 11:00","75.00","","","","75.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 11:00 - 29.10.2024 12:00","112.97","","","","112.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 12:00 - 29.10.2024 13:00","69.50","","","","69.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 13:00 - 29.10.2024 14:00","80.73","","","","80.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 14:00 - 29.10.2024 15:00","135.94","","","","135.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 15:00 - 29.10.2024 16:00","172.26","","","","172.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 16:00 - 29.10.2024 17:00","212.72","","","","212.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 17:00 - 29.10.2024 18:00","285.80","","","","285.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 18:00 - 29.10.2024 19:00","257.44","","","","257.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 19:00 - 29.10.2024 20:00","78.64","","","","78.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 20:00 - 29.10.2024 21:00","80.97","","","","80.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 21:00 - 29.10.2024 22:00","122.75","","","","122.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 22:00 - 29.10.2024 23:00","116.18","","","","116.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.10.2024 23:00 - 30.10.2024 00:00","103.09","","","","103.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 00:00 - 30.10.2024 01:00","99.73","","","","99.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 01:00 - 30.10.2024 02:00","98.61","","","","98.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 02:00 - 30.10.2024 03:00","86.61","","","","86.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 03:00 - 30.10.2024 04:00","96.51","","","","96.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 04:00 - 30.10.2024 05:00","102.32","","","","102.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 05:00 - 30.10.2024 06:00","102.32","","","","102.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 06:00 - 30.10.2024 07:00","101.37","","","","101.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 07:00 - 30.10.2024 08:00","99.68","","","","99.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 08:00 - 30.10.2024 09:00","103.69","","","","103.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 09:00 - 30.10.2024 10:00","97.69","","","","97.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 10:00 - 30.10.2024 11:00","62.90","","","","62.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 11:00 - 30.10.2024 12:00","59.17","","","","59.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 12:00 - 30.10.2024 13:00","49.10","","","","49.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 13:00 - 30.10.2024 14:00","52.09","","","","52.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 14:00 - 30.10.2024 15:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 15:00 - 30.10.2024 16:00","99.74","","","","99.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 16:00 - 30.10.2024 17:00","73.99","","","","73.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 17:00 - 30.10.2024 18:00","183.22","","","","183.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 18:00 - 30.10.2024 19:00","192.87","","","","192.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 19:00 - 30.10.2024 20:00","159.42","","","","159.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 20:00 - 30.10.2024 21:00","109.47","","","","109.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 21:00 - 30.10.2024 22:00","103.70","","","","103.70","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 22:00 - 30.10.2024 23:00","108.65","","","","108.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.10.2024 23:00 - 31.10.2024 00:00","99.84","","","","99.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 00:00 - 31.10.2024 01:00","99.71","","","","99.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 01:00 - 31.10.2024 02:00","98.51","","","","98.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 02:00 - 31.10.2024 03:00","34.99","","","","34.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 03:00 - 31.10.2024 04:00","3.00","","","","3.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 04:00 - 31.10.2024 05:00","3.00","","","","3.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 05:00 - 31.10.2024 06:00","13.27","","","","13.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 06:00 - 31.10.2024 07:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 07:00 - 31.10.2024 08:00","99.08","","","","99.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 08:00 - 31.10.2024 09:00","86.63","","","","86.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 09:00 - 31.10.2024 10:00","40.31","","","","40.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 10:00 - 31.10.2024 11:00","20.79","","","","20.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 11:00 - 31.10.2024 12:00","14.73","","","","14.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 12:00 - 31.10.2024 13:00","12.41","","","","12.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 13:00 - 31.10.2024 14:00","15.92","","","","15.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 14:00 - 31.10.2024 15:00","15.87","","","","15.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 15:00 - 31.10.2024 16:00","15.52","","","","15.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 16:00 - 31.10.2024 17:00","15.59","","","","15.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 17:00 - 31.10.2024 18:00","19.13","","","","19.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 18:00 - 31.10.2024 19:00","16.72","","","","16.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 19:00 - 31.10.2024 20:00","7.00","","","","7.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 20:00 - 31.10.2024 21:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 21:00 - 31.10.2024 22:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 22:00 - 31.10.2024 23:00","7.07","","","","7.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"31.10.2024 23:00 - 01.11.2024 00:00","3.95","","","","3.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 00:00 - 01.11.2024 01:00","3.24","","","","3.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 01:00 - 01.11.2024 02:00","-0.97","","","","-0.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 02:00 - 01.11.2024 03:00","-0.97","","","","-0.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 03:00 - 01.11.2024 04:00","-0.98","","","","-0.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 04:00 - 01.11.2024 05:00","3.50","","","","3.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 05:00 - 01.11.2024 06:00","1.71","","","","1.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 06:00 - 01.11.2024 07:00","3.50","","","","3.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 07:00 - 01.11.2024 08:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 08:00 - 01.11.2024 09:00","-2.00","","","","-2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 09:00 - 01.11.2024 10:00","-2.00","","","","-2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 10:00 - 01.11.2024 11:00","-2.00","","","","-2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 11:00 - 01.11.2024 12:00","-1.50","","","","-1.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 12:00 - 01.11.2024 13:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 13:00 - 01.11.2024 14:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 14:00 - 01.11.2024 15:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 15:00 - 01.11.2024 16:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 16:00 - 01.11.2024 17:00","12.00","","","","12.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 17:00 - 01.11.2024 18:00","18.00","","","","18.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 18:00 - 01.11.2024 19:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 19:00 - 01.11.2024 20:00","13.18","","","","13.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 20:00 - 01.11.2024 21:00","14.55","","","","14.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 21:00 - 01.11.2024 22:00","15.25","","","","15.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 22:00 - 01.11.2024 23:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"01.11.2024 23:00 - 02.11.2024 00:00","24.58","","","","24.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 00:00 - 02.11.2024 01:00","61.94","","","","61.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 01:00 - 02.11.2024 02:00","79.91","","","","79.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 02:00 - 02.11.2024 03:00","88.76","","","","88.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 03:00 - 02.11.2024 04:00","86.00","","","","86.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 04:00 - 02.11.2024 05:00","86.85","","","","86.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 05:00 - 02.11.2024 06:00","90.76","","","","90.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 06:00 - 02.11.2024 07:00","96.50","","","","96.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 07:00 - 02.11.2024 08:00","100.11","","","","100.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 08:00 - 02.11.2024 09:00","101.15","","","","101.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 09:00 - 02.11.2024 10:00","109.63","","","","109.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 10:00 - 02.11.2024 11:00","91.18","","","","91.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 11:00 - 02.11.2024 12:00","94.42","","","","94.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 12:00 - 02.11.2024 13:00","88.66","","","","88.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 13:00 - 02.11.2024 14:00","91.49","","","","91.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 14:00 - 02.11.2024 15:00","103.40","","","","103.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 15:00 - 02.11.2024 16:00","122.27","","","","122.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 16:00 - 02.11.2024 17:00","137.58","","","","137.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 17:00 - 02.11.2024 18:00","158.55","","","","158.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 18:00 - 02.11.2024 19:00","149.90","","","","149.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 19:00 - 02.11.2024 20:00","34.50","","","","34.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 20:00 - 02.11.2024 21:00","122.78","","","","122.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 21:00 - 02.11.2024 22:00","111.26","","","","111.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 22:00 - 02.11.2024 23:00","106.28","","","","106.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"02.11.2024 23:00 - 03.11.2024 00:00","100.61","","","","100.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 00:00 - 03.11.2024 01:00","101.19","","","","101.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 01:00 - 03.11.2024 02:00","96.29","","","","96.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 02:00 - 03.11.2024 03:00","88.58","","","","88.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 03:00 - 03.11.2024 04:00","85.08","","","","85.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 04:00 - 03.11.2024 05:00","76.47","","","","76.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 05:00 - 03.11.2024 06:00","174.31","","","","174.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 06:00 - 03.11.2024 07:00","160.90","","","","160.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 07:00 - 03.11.2024 08:00","147.40","","","","147.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 08:00 - 03.11.2024 09:00","40.02","","","","40.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 09:00 - 03.11.2024 10:00","38.90","","","","38.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 10:00 - 03.11.2024 11:00","33.46","","","","33.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 11:00 - 03.11.2024 12:00","21.00","","","","21.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 12:00 - 03.11.2024 13:00","133.95","","","","133.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 13:00 - 03.11.2024 14:00","47.50","","","","47.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 14:00 - 03.11.2024 15:00","167.64","","","","167.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 15:00 - 03.11.2024 16:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 16:00 - 03.11.2024 17:00","201.15","","","","201.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"03.11.2024 17:00 - 03.11.2024 18:00","96.73","","","","96.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
